TIMESTAMP,RECORD,BATT_daily_min_V,RAIN_daily_in,RAIN_cumulative_in,AIRTEMP_daily_max_F,AIRTEMP_F_TMx,AIRTEMP_daily_min_F,AIRTEMP_F_TMn,AIRTEMP_daily_avg_F,RLTVHMDTY_daily_max_%,RH_TMx,RLTVHMDTY_daily_min_%,RH_TMn,RLTVHMDTY_daily_avg_%,WNDSP_daily_max_mph,WNDSP_mph_TMx,WNDSP_daily_min_mph,WNDSP_mph_TMn,WNDSP_daily_avg_mph,WND_DIR_daily_dgr,WND_DIR_daily_crdn,SolarRad_daily_Lnglys,SolarRad_daily_mj,ETos_daily_in,ETrs_daily_in,CornGDD_daily
3/29/2023 23:59,1091,12.38,0,0.82,14.96,3/29/2023 15:51,-17.38,3/29/2023 5:46,3.38,88.4,3/29/2023 1:51,49.13,3/29/2023 15:49,73.89,16.02,3/29/2023 12:51,0,3/29/2023 19:52,5.778,220.2,SW,535.9515,21.0803,0.036,0.043,0
3/30/2023 23:59,1092,12.44,0,0.82,28.96,3/30/2023 12:41,-7.892,3/30/2023 4:52,17.3,94.5,3/30/2023 21:47,44.77,3/30/2023 12:40,72.29,20.65,3/30/2023 18:26,0,3/30/2023 2:46,8.58,95,E,310.2718,21.09334,0.046,0.061,0
3/31/2023 23:59,1093,12.6,0,0.82,37.21,3/31/2023 19:27,26.16,3/31/2023 0:02,31.27,94.2,3/31/2023 0:27,45.44,3/31/2023 19:06,73.47,35.55,3/31/2023 16:26,4.323,3/31/2023 19:10,16.62,50.22,NE,167.4186,20.98196,0.046,0.066,0
4/1/2023 23:59,1094,12.57,0,0.82,32.83,4/1/2023 15:03,16.28,4/1/2023 7:26,25.13,57.7,4/1/2023 4:32,27.52,4/1/2023 16:27,44.85,17.59,4/1/2023 0:12,0,4/1/2023 7:07,5.387,213.9,WSW,550.6138,21.6471,0.085,0.106,0
4/2/2023 23:59,1095,12.61,0,0.82,38.9,4/2/2023 11:00,21.7,4/2/2023 0:39,32.47,83.2,4/2/2023 19:33,52.24,4/2/2023 0:04,70.37,21.39,4/2/2023 8:09,0,4/2/2023 4:42,9.85,189.2,S,504.0231,21.34391,0.079,0.099,0
4/3/2023 23:59,1096,12.63,0,0.82,34.61,4/3/2023 0:54,23.02,4/3/2023 22:37,27.93,97.6,4/3/2023 23:30,75.02,4/3/2023 0:06,89,26.98,4/3/2023 3:15,0,4/3/2023 19:11,9.65,270.3,WNW,283.4699,21.64314,0.034,0.04,0
4/4/2023 23:59,1097,12.6,0,0.82,30.2,4/4/2023 6:02,23.36,4/3/2023 23:59,26.25,97.8,4/4/2023 3:31,90.5,4/4/2023 6:49,95.8,33.32,4/4/2023 14:51,0,4/4/2023 2:56,10.3,68.07,NE,158.3906,21.85296,0.015,0.017,0
4/5/2023 23:59,1098,12.57,0,0.82,25.83,4/5/2023 1:05,17.12,4/5/2023 23:53,20.68,96.5,4/5/2023 2:01,80.7,4/5/2023 23:55,90.1,0,4/4/2023 23:59,0,4/4/2023 23:59,0,209.8,N,437.0818,22.34445,0.048,0.05,0
4/6/2023 23:59,1099,12.53,0.11,0.93,26.75,4/6/2023 16:19,8.86,4/6/2023 23:50,18.1,93.1,4/6/2023 22:59,58.37,4/6/2023 16:31,75.03,15.06,4/6/2023 12:49,0,4/5/2023 23:59,2.471,242.2,WSW,574.5507,22.6447,0.058,0.066,0
4/7/2023 23:59,1100,12.5,0,0.93,38.43,4/7/2023 16:50,3.709,4/7/2023 3:43,24.29,94.5,4/7/2023 0:27,41.17,4/7/2023 16:36,66.48,15.88,4/7/2023 13:45,0,4/7/2023 0:31,6.734,79.84,E,573.3293,22.77703,0.084,0.107,0
4/8/2023 23:59,1101,12.59,0,0.93,46,4/8/2023 23:57,22.53,4/8/2023 6:02,34.6,80.7,4/8/2023 8:15,49.93,4/8/2023 23:57,65.77,24.67,4/8/2023 13:52,5.739,4/8/2023 15:58,12.17,95.9,E,567.3196,22.71014,0.094,0.121,0
4/9/2023 23:59,1102,12.65,0,0.93,52.18,4/9/2023 15:32,31.88,4/9/2023 23:04,41.71,88.9,4/9/2023 22:26,43.23,4/9/2023 16:44,63.95,23.78,4/9/2023 1:26,0,4/9/2023 9:47,6.404,204.7,SSW,493.6024,22.81557,0.109,0.133,1.09
4/10/2023 23:59,1103,12.61,0,0.93,51.24,4/10/2023 17:14,23.53,4/10/2023 4:40,40.65,98,4/10/2023 4:49,42.69,4/10/2023 14:36,69.55,15.2,4/10/2023 15:36,0,4/10/2023 3:23,5.872,193.4,SSW,571.108,23.04313,0.114,0.142,0.62
4/11/2023 23:59,1104,12.65,0,0.93,65.73,4/11/2023 16:47,39.09,4/11/2023 3:41,53,74.13,4/11/2023 3:41,41.25,4/11/2023 21:56,58.53,21.02,4/11/2023 22:11,1.043,4/11/2023 3:51,8.97,187.4,S,568.9462,22.81706,0.153,0.196,7.865
4/12/2023 23:59,1105,12.68,0,0.93,61.07,4/12/2023 12:44,38.94,4/12/2023 21:17,51.74,88.2,4/12/2023 20:48,44.21,4/12/2023 11:56,61.13,15.65,4/12/2023 5:08,0,4/12/2023 19:09,6.239,200.3,SW,579.7011,23.05108,0.149,0.185,5.535
4/13/2023 23:59,1106,12.65,0,0.93,71.19,4/13/2023 16:57,34.06,4/13/2023 1:25,53.38,95.9,4/13/2023 1:29,44.44,4/13/2023 15:06,59.43,22.81,4/13/2023 7:50,0,4/13/2023 0:20,8.41,91.5,E,465.9673,23.21664,0.149,0.195,10.59
4/14/2023 23:59,1107,12.65,0,0.93,49.06,4/14/2023 11:56,34.15,4/14/2023 23:57,41.04,97.5,4/14/2023 23:56,65.41,4/14/2023 13:33,82.5,20.72,4/14/2023 14:43,0,4/14/2023 1:52,6.645,245,WNW,405.9437,23.62044,0.073,0.089,0
4/15/2023 23:59,1108,12.6,0,0.93,36.61,4/15/2023 15:27,28.76,4/15/2023 23:52,33.17,98.7,4/15/2023 5:34,76.12,4/15/2023 15:28,91.8,23.4,4/15/2023 17:08,1.193,4/15/2023 20:18,8.89,301.7,NW,108.8239,24.06857,0.021,0.028,0
4/16/2023 23:59,1109,12.56,0.06,0.99,43.74,4/16/2023 17:08,25.9,4/16/2023 6:28,33.44,95.1,4/16/2023 4:40,31.35,4/16/2023 17:25,69.87,31.9,4/16/2023 14:45,1.342,4/16/2023 3:34,11.24,275.6,NNW,386.6926,24.52951,0.077,0.105,0
4/17/2023 23:59,1110,12.63,0,0.99,46.54,4/17/2023 14:56,25.57,4/17/2023 23:27,35.99,93.2,4/17/2023 23:32,38.73,4/17/2023 15:28,58.67,19.68,4/17/2023 11:36,0,4/17/2023 22:16,8.06,289.2,NW,614.1546,24.79445,0.115,0.152,0
4/18/2023 23:59,1111,12.6,0,0.99,55.11,4/18/2023 15:24,21.61,4/18/2023 5:46,40.33,95.8,4/18/2023 2:23,24.61,4/18/2023 13:17,51.94,25.56,4/18/2023 22:46,0,4/17/2023 23:59,7.417,98.4,E,579.9269,25.06701,0.148,0.198,2.555
4/19/2023 23:59,1112,12.64,0.09,1.08,43.66,4/19/2023 0:00,33.3,4/19/2023 23:48,38.54,92.1,4/19/2023 21:20,39.69,4/19/2023 0:00,69.83,32.72,4/19/2023 5:41,3.205,4/19/2023 19:53,13.3,93.8,E,150.1541,24.85276,0.054,0.075,0
4/20/2023 23:59,1113,12.58,0.37,1.45,33.98,4/19/2023 23:59,29.44,4/20/2023 23:43,31.63,98.9,4/20/2023 19:54,86.2,4/20/2023 0:24,96,20.57,4/20/2023 4:20,0,4/20/2023 11:58,5.622,146.3,NE,92.18645,25.07724,0.017,0.019,0
4/21/2023 23:59,1114,12.56,0.12,1.57,30.66,4/21/2023 16:11,25.46,4/21/2023 7:37,27.99,98.9,4/21/2023 0:53,72.64,4/21/2023 16:09,88.3,22.51,4/21/2023 16:14,0,4/20/2023 23:59,5.29,278.1,NW,182.3474,25.5147,0.028,0.035,0
4/22/2023 23:59,1115,12.72,0.14,1.71,32.7,4/22/2023 17:54,24.55,4/22/2023 6:00,28.39,82.5,4/22/2023 1:42,56.95,4/22/2023 17:56,71.15,24.22,4/22/2023 11:24,1.491,4/22/2023 1:24,9.71,283.9,NW,613.3264,25.87757,0.077,0.097,0
4/23/2023 23:59,1116,12.63,0.1,1.81,37.2,4/23/2023 13:33,12.85,4/23/2023 5:20,27.86,97,4/23/2023 5:43,46.35,4/23/2023 13:31,77.38,13.19,4/23/2023 13:57,0,4/23/2023 18:05,4.176,243.4,WSW,573.3911,25.99938,0.08,0.095,0
4/24/2023 23:59,1117,12.62,0,1.81,42.45,4/24/2023 15:50,15.49,4/24/2023 5:04,32.14,97.6,4/24/2023 5:24,35.37,4/24/2023 15:51,66.69,10.14,4/24/2023 15:33,0,4/24/2023 0:01,2.525,119.4,NNE,658.2614,26.24189,0.11,0.128,0
4/25/2023 23:59,1118,12.62,0,1.81,47,4/25/2023 16:39,21.61,4/25/2023 5:09,35.56,88.2,4/25/2023 3:32,32,4/25/2023 16:49,53.95,13.86,4/25/2023 12:21,0,4/25/2023 8:53,4.151,124.2,ENE,624.5698,26.45893,0.118,0.145,0
4/26/2023 23:59,1119,12.62,0.12,1.93,49.15,4/26/2023 13:23,22.68,4/26/2023 3:18,39.44,97.8,4/26/2023 23:57,39.34,4/26/2023 9:45,65.3,22.81,4/26/2023 12:59,0,4/26/2023 17:53,7.974,158.1,SSE,364.5485,26.38235,0.094,0.13,0
4/27/2023 23:59,1120,12.64,0.02,1.95,59.57,4/27/2023 13:22,30.59,4/27/2023 5:54,45.99,99.4,4/27/2023 7:05,31.11,4/27/2023 13:11,73.55,21.39,4/27/2023 17:42,0,4/27/2023 2:05,5.745,122,ESE,368.6391,26.25519,0.112,0.148,4.785
4/28/2023 23:59,1121,12.67,0.01,1.96,53.54,4/28/2023 14:09,39.03,4/28/2023 5:54,43.64,91.8,4/28/2023 5:56,38.65,4/28/2023 15:07,71.61,16.92,4/28/2023 17:00,0,4/28/2023 2:50,5.835,261.8,NW,424.5727,26.43776,0.102,0.131,1.77
4/29/2023 23:59,1122,12.63,0.02,1.98,52.27,4/29/2023 13:14,30.45,4/29/2023 5:06,40.19,98.2,4/29/2023 6:20,43.23,4/29/2023 13:11,78.96,24,4/29/2023 14:57,0,4/28/2023 23:59,5.962,266,NW,415.5147,26.59156,0.086,0.107,1.135
4/30/2023 23:59,1123,12.62,0,1.98,53.03,4/30/2023 13:45,33.56,4/30/2023 5:20,43.25,76.32,4/29/2023 23:59,30.52,4/30/2023 12:46,50.46,33.99,4/30/2023 12:16,0.969,4/30/2023 21:38,11.25,276.9,NNW,643.1929,27.23128,0.16,0.223,1.515
5/1/2023 23:59,1124,12.79,0.02,0.02,51.84,5/1/2023 16:16,39.96,5/1/2023 23:58,47.1,59.76,5/1/2023 23:58,26.69,5/1/2023 17:47,38.03,28.4,5/1/2023 15:58,0,5/1/2023 13:00,9.92,268,NNW,265.9618,11.7046,0.075,0.105,0.92
5/2/2023 23:59,1125,12.71,0,0.02,59.76,5/2/2023 15:18,33.64,5/2/2023 5:32,46.2,71.36,5/2/2023 5:32,16.26,5/2/2023 14:43,42.78,26.53,5/2/2023 14:24,0,5/2/2023 21:39,8.1,292.8,NW,688.9611,27.71381,0.181,0.247,4.88
5/3/2023 23:59,1126,12.74,0,0.02,70.42,5/3/2023 16:14,28.25,5/3/2023 4:06,53.35,92.2,5/3/2023 5:12,19.74,5/3/2023 15:30,45.22,17.29,5/3/2023 23:02,0,5/3/2023 0:15,5.519,224.7,SW,645.2001,27.42363,0.196,0.261,10.21
5/4/2023 23:59,1127,12.79,0,0.02,70.34,5/4/2023 16:28,43.7,5/4/2023 5:14,58.34,60.79,5/4/2023 23:54,19.2,5/4/2023 15:41,40.09,20.94,5/4/2023 22:13,0,5/4/2023 1:13,4.477,211.1,WNW,667.9226,27.49569,0.199,0.25,10.17
5/5/2023 23:59,1128,12.79,0,0.02,70.46,5/5/2023 14:40,40.9,5/5/2023 4:44,55.17,79.39,5/5/2023 4:44,27.4,5/5/2023 13:08,54.31,23.78,5/5/2023 21:36,4.472,5/5/2023 17:06,12.37,74.17,ENE,673.4764,27.45574,0.222,0.305,10.23
5/6/2023 23:59,1129,12.76,0.45,0.47,51.12,5/6/2023 14:08,45.69,5/6/2023 7:14,48.22,97.9,5/6/2023 22:43,72.83,5/5/2023 23:59,90.6,26.83,5/6/2023 19:20,0,5/6/2023 22:40,11.96,77.62,ENE,98.47763,27.12489,0.029,0.037,0.56
5/7/2023 23:59,1130,12.75,0,0.47,56.81,5/7/2023 15:20,47.31,5/7/2023 23:43,51.1,99.1,5/7/2023 3:14,73.79,5/7/2023 15:26,89.7,15.88,5/7/2023 8:16,1.938,5/7/2023 3:02,7.705,224.7,SW,171.9568,27.18928,0.049,0.063,3.405
5/8/2023 23:59,1131,12.76,0.01,0.48,58.66,5/8/2023 18:18,45.05,5/8/2023 23:46,50.81,98.5,5/8/2023 7:03,62.88,5/8/2023 18:50,86.4,14.83,5/8/2023 10:08,0,5/8/2023 0:12,5.183,208.9,SW,279.0063,27.40615,0.063,0.076,4.33
5/9/2023 23:59,1132,12.77,0.69,1.17,71.12,5/9/2023 14:44,39.31,5/9/2023 4:01,56.01,99.3,5/9/2023 5:08,40.42,5/9/2023 14:19,76.14,24.37,5/9/2023 16:36,0,5/8/2023 23:59,5.329,112.6,E,376.0996,27.52826,0.122,0.155,10.56
5/10/2023 23:59,1133,12.76,0.52,1.69,73.48,5/10/2023 14:05,52.19,5/10/2023 0:13,62.64,96.6,5/10/2023 7:17,44.24,5/10/2023 16:39,74.39,24.52,5/10/2023 3:03,0,5/10/2023 0:59,7.071,159.4,SSE,410.8028,27.29401,0.14,0.179,12.83
5/11/2023 23:59,1134,12.81,0,1.69,78.96,5/11/2023 15:28,50.93,5/11/2023 4:54,66.85,95.9,5/11/2023 2:35,42.13,5/11/2023 16:20,67.07,15.73,5/11/2023 15:26,0,5/11/2023 8:26,5.042,123.3,ESE,607.7262,27.3657,0.196,0.246,14.95
5/12/2023 23:59,1135,12.81,0,1.69,76.7,5/12/2023 12:55,58.33,5/12/2023 4:26,66.87,91.5,5/12/2023 5:29,50.89,5/12/2023 15:53,69.7,22.66,5/12/2023 14:33,0,5/12/2023 0:18,8.29,87.8,E,435.4182,27.39159,0.166,0.221,17.52
5/13/2023 23:59,1136,12.79,0.04,1.73,61.46,5/13/2023 0:02,54.39,5/13/2023 23:58,58.12,82.7,5/13/2023 10:28,44.64,5/13/2023 23:25,69.59,23.4,5/13/2023 13:44,3.95,5/13/2023 20:01,10.18,75.46,ENE,149.211,27.9493,0.087,0.124,8.01
5/14/2023 23:59,1137,12.74,0,1.73,71.13,5/14/2023 15:22,48.11,5/14/2023 23:27,58.85,67.8,5/14/2023 22:08,15.58,5/14/2023 15:35,37.66,17.74,5/14/2023 7:34,0,5/14/2023 14:34,7.143,77.51,ENE,708.571,29.05853,0.231,0.308,10.56
5/15/2023 23:59,1138,12.75,0,1.73,74.67,5/15/2023 15:04,41.49,5/15/2023 0:54,60.94,96.3,5/15/2023 5:33,19.73,5/15/2023 17:27,53.37,14.31,5/15/2023 7:43,0,5/15/2023 0:23,5.979,231,SW,686.7927,28.63384,0.211,0.27,12.33
5/16/2023 23:59,1139,12.76,0,1.73,77.52,5/16/2023 15:27,48.67,5/16/2023 5:06,63.7,84.8,5/16/2023 5:08,30.13,5/16/2023 15:48,52.21,12.75,5/16/2023 15:35,0,5/16/2023 13:17,5.001,192.2,WNW,504.6779,28.45944,0.176,0.227,13.76
5/17/2023 23:59,1140,12.75,0,1.73,74.16,5/17/2023 16:37,46.46,5/17/2023 5:32,62.04,76.42,5/17/2023 5:30,42.56,5/17/2023 13:32,56.44,20.57,5/17/2023 20:53,0.82,5/17/2023 6:54,8.61,142.6,SE,488.3413,28.63443,0.187,0.252,12.08
5/18/2023 23:59,1141,12.77,0,1.73,64.74,5/18/2023 12:58,42,5/18/2023 23:19,53.67,94.4,5/18/2023 3:20,40.31,5/18/2023 12:59,72.44,25.56,5/18/2023 17:16,1.342,5/18/2023 1:52,8.98,288.5,WNW,392.5641,28.82108,0.125,0.164,7.37
5/19/2023 23:59,1142,12.7,0,1.73,60.86,5/19/2023 16:52,38.15,5/19/2023 6:32,47.83,95.3,5/19/2023 23:57,39.37,5/19/2023 16:52,67.85,19.08,5/19/2023 3:13,0,5/19/2023 13:24,7.082,202.1,NNW,556.2252,29.34194,0.128,0.162,5.43
5/20/2023 23:59,1143,12.7,0,1.73,72.88,5/20/2023 17:00,35.3,5/20/2023 4:03,56.57,98.9,5/20/2023 4:34,24.03,5/20/2023 17:04,55.82,17.74,5/20/2023 16:05,0,5/20/2023 0:00,4.996,213.2,SW,730.0253,29.3704,0.215,0.28,11.44
5/21/2023 23:59,1144,12.74,0,1.73,76.17,5/21/2023 14:59,45.46,5/21/2023 3:08,64.16,72.32,5/21/2023 3:08,21.61,5/21/2023 15:43,42.38,15.73,5/21/2023 9:16,0,5/20/2023 23:59,4.27,205.1,SW,671.1464,29.42607,0.223,0.283,13.08
5/22/2023 23:59,1145,12.77,0,1.73,84.2,5/22/2023 15:17,49.6,5/22/2023 4:40,68.96,76.28,5/22/2023 5:41,23.48,5/22/2023 16:44,44.3,19.83,5/22/2023 13:09,0,5/22/2023 8:54,6.769,141.7,SE,597.2288,29.16657,0.251,0.336,17.1
5/23/2023 23:59,1146,12.8,0,1.73,85.6,5/23/2023 14:56,63.25,5/23/2023 5:37,73.43,77.66,5/23/2023 23:58,28.18,5/23/2023 13:55,43.93,25.71,5/23/2023 22:43,1.714,5/23/2023 20:03,8,150,SSE,530.6937,29.0798,0.249,0.337,24.43
5/24/2023 23:59,1147,12.77,0,1.73,64.75,5/23/2023 23:59,45.32,5/24/2023 23:46,54.52,86.4,5/24/2023 4:11,56.44,5/24/2023 15:58,70.58,27.8,5/24/2023 6:00,5.814,5/24/2023 11:43,14.18,86.2,E,391.5702,29.4865,0.127,0.174,7.46
5/25/2023 23:59,1148,12.72,0,1.73,80.2,5/25/2023 15:33,44.04,5/25/2023 3:04,63.57,82.1,5/25/2023 3:18,27.78,5/25/2023 15:34,50.79,21.99,5/25/2023 17:35,2.46,5/25/2023 14:22,9.98,127.7,SE,679.8099,29.54063,0.261,0.357,15.1
5/26/2023 23:59,1149,12.77,0,1.73,81.8,5/26/2023 15:12,57.53,5/26/2023 4:21,69.75,49.33,5/26/2023 4:02,19.99,5/26/2023 17:40,35.08,21.17,5/26/2023 14:08,1.789,5/26/2023 6:35,8.74,152.3,SSE,696.8932,29.71824,0.293,0.403,19.67
5/27/2023 23:59,1150,12.77,0,1.73,81.9,5/27/2023 15:24,54.85,5/27/2023 5:00,69.04,45.45,5/27/2023 5:00,14.02,5/27/2023 14:38,27.89,25.94,5/27/2023 13:24,2.46,5/27/2023 20:21,8.68,152.6,SSE,751.9755,30.32445,0.318,0.443,18.38
5/28/2023 23:59,1151,12.76,0,1.73,81,5/28/2023 15:16,55.43,5/28/2023 3:44,69.28,51.56,5/28/2023 5:49,17.98,5/28/2023 15:41,33.25,25.27,5/28/2023 14:33,1.938,5/28/2023 18:41,8.45,145.1,SE,651.8414,30.10945,0.288,0.4,18.21
5/29/2023 23:59,1152,12.78,0,1.73,82.9,5/29/2023 16:19,60.65,5/29/2023 6:03,70.43,65.79,5/29/2023 19:40,36.83,5/29/2023 16:20,49.85,28.1,5/29/2023 11:08,0.671,5/29/2023 18:56,8.99,150.4,SSE,431.1564,29.40387,0.219,0.304,21.78
5/30/2023 23:59,1153,12.77,0.15,1.88,81.6,5/30/2023 13:41,62.4,5/30/2023 5:29,70.16,97.3,5/30/2023 22:33,47.1,5/30/2023 13:19,73.09,18.19,5/30/2023 15:30,0,5/30/2023 5:41,4.766,163.7,SSE,NAN,29.00774,NAN,NAN,22
5/31/2023 23:59,1154,12.78,0,1.88,88.6,5/31/2023 14:41,58.98,5/31/2023 4:40,71.34,98.4,5/31/2023 5:16,32.07,5/31/2023 13:42,69.63,27.95,5/31/2023 16:12,0,5/31/2023 2:58,4.6,121.7,ESE,570.6049,29.12811,0.215,0.269,22.49
6/1/2023 23:59,1155,12.76,0,1.88,89.3,6/1/2023 14:51,59.82,6/1/2023 3:05,75.52,93.8,6/1/2023 3:07,34.06,6/1/2023 15:45,62.18,20.5,6/1/2023 15:34,0.894,6/1/2023 5:36,6.822,124.2,SE,695.0478,29.13066,0.272,0.353,22.91
6/2/2023 23:59,1156,12.79,0,1.88,87.9,6/2/2023 15:20,64.52,6/2/2023 5:34,74.92,90,6/2/2023 5:39,38.82,6/2/2023 16:21,67.07,18.11,6/2/2023 14:53,0.82,6/2/2023 13:35,7.399,130.5,SE,645.6522,29.09977,0.242,0.308,25.26
6/3/2023 23:59,1157,12.77,0,1.88,87.9,6/3/2023 14:48,62.91,6/3/2023 4:23,75.57,93.8,6/3/2023 4:26,36.07,6/3/2023 17:30,64.89,13.94,6/3/2023 15:11,0,6/3/2023 5:50,5.653,105.5,ESE,687.705,29.27474,0.243,0.301,24.46
6/4/2023 23:59,1158,12.79,0,1.88,90.2,6/4/2023 14:51,61.31,6/4/2023 4:38,76.89,93.8,6/4/2023 4:45,29.64,6/4/2023 13:08,58.29,15.65,6/4/2023 10:13,0,6/4/2023 3:18,3.943,85.6,E,653.3143,29.53293,0.242,0.298,23.66
6/5/2023 23:59,1159,12.78,0,1.88,83.1,6/5/2023 15:46,63.58,6/5/2023 4:45,72.46,88.3,6/5/2023 4:43,47.37,6/5/2023 15:47,70.02,16.77,6/5/2023 10:42,0,6/5/2023 1:59,5.553,88.5,E,332.0775,29.30166,0.139,0.183,23.34
6/6/2023 23:59,1160,12.78,0.18,2.06,85.4,6/6/2023 15:17,60.83,6/6/2023 5:19,72.42,93.7,6/6/2023 20:35,44.47,6/6/2023 17:16,71.47,17.81,6/6/2023 19:37,0,6/6/2023 13:54,6.69,109,ESE,654.2278,29.37996,0.228,0.28,23.11
6/7/2023 23:59,1161,12.76,0.01,2.07,79.98,6/7/2023 15:04,55.52,6/7/2023 4:35,65.85,95,6/7/2023 2:59,54.28,6/7/2023 15:05,75.25,26.01,6/7/2023 17:29,0,6/7/2023 0:31,7.874,102.9,ESE,506.6947,29.59347,0.169,0.211,17.75
6/8/2023 23:59,1162,12.74,0.18,2.25,78.45,6/8/2023 15:42,52.06,6/8/2023 5:42,65.86,95.1,6/8/2023 5:53,41.46,6/8/2023 15:42,64.39,15.06,6/8/2023 4:01,0,6/8/2023 7:15,5.481,120,ESE,657.759,29.95289,0.209,0.255,15.25
6/9/2023 23:59,1163,12.78,0.03,2.28,81.5,6/9/2023 15:36,62.96,6/9/2023 0:19,70.94,91.9,6/9/2023 22:26,37.03,6/9/2023 14:14,59.17,25.42,6/9/2023 21:45,0,6/9/2023 6:09,4.762,165.1,SSE,573.6478,29.85626,0.201,0.245,22.23
6/10/2023 23:59,1164,12.77,0,2.28,73.68,6/10/2023 15:00,51.75,6/10/2023 23:57,63.11,97.9,6/10/2023 3:01,51.7,6/10/2023 15:12,78.41,24.82,6/10/2023 17:27,0,6/10/2023 1:16,8.58,64.37,NE,462.3932,29.83821,0.144,0.186,12.72
6/11/2023 23:59,1165,12.74,0,2.28,71.3,6/11/2023 15:51,46.21,6/11/2023 4:57,59.08,96.5,6/11/2023 5:13,28.6,6/11/2023 16:00,61.78,17.14,6/11/2023 12:02,0,6/11/2023 5:02,4.884,90.9,NE,739.9603,30.71152,0.207,0.259,10.65
6/12/2023 23:59,1166,12.72,0,2.28,78.71,6/12/2023 16:13,47.9,6/12/2023 4:06,65.84,95.9,6/12/2023 4:09,24.96,6/12/2023 15:57,55.08,19.83,6/12/2023 14:10,0,6/12/2023 0:10,5.343,259.9,WNW,728.4263,30.67017,0.249,0.327,14.35
6/13/2023 23:59,1167,12.74,0,2.28,81.7,6/13/2023 14:04,52.08,6/13/2023 2:00,68.63,93.2,6/13/2023 2:17,27.11,6/13/2023 12:41,55.79,13.19,6/13/2023 13:27,0,6/13/2023 0:14,3.978,157.8,N,698.301,30.37761,0.233,0.292,16.89
6/14/2023 23:59,1168,12.76,0,2.28,80.8,6/14/2023 15:47,56.31,6/14/2023 4:16,68.25,95.2,6/14/2023 4:28,43.07,6/14/2023 15:47,67.12,12.07,6/14/2023 21:40,0,6/13/2023 23:59,3.168,101.1,NE,513.1805,30.01297,0.168,0.2,18.56
6/15/2023 23:59,1169,12.75,0,2.28,72.75,6/15/2023 15:34,51,6/15/2023 5:13,60.64,88.1,6/15/2023 5:20,44.38,6/15/2023 15:35,67.75,17.81,6/15/2023 9:37,0.745,6/15/2023 21:31,7.974,82.1,E,646.2386,30.36041,0.189,0.239,11.88
6/16/2023 23:59,1170,12.73,0,2.28,74.48,6/16/2023 16:21,46.2,6/16/2023 4:25,61.23,88.1,6/16/2023 4:22,35.63,6/16/2023 15:57,61.37,13.49,6/16/2023 14:40,0,6/16/2023 12:09,4.206,123.5,ESE,670.0449,30.62503,0.192,0.23,12.24
6/17/2023 23:59,1171,12.76,1.04,3.32,74.36,6/17/2023 16:10,58.15,6/17/2023 7:08,64.64,96.7,6/17/2023 23:16,62.82,6/17/2023 3:43,80.1,19.83,6/17/2023 22:32,0,6/17/2023 6:14,5.231,146.5,SE,219.605,29.86793,0.077,0.098,16.25
6/18/2023 23:59,1172,12.79,0,3.32,79.55,6/18/2023 15:49,61.77,6/18/2023 23:50,69.22,97.6,6/18/2023 2:19,43.81,6/18/2023 15:43,78.27,13.04,6/18/2023 17:44,0,6/17/2023 23:59,3.835,148.2,SE,497.86,29.70266,0.161,0.193,20.66
6/19/2023 23:59,1173,12.78,0,3.32,85.9,6/19/2023 16:29,60.01,6/19/2023 1:32,73.58,98.8,6/19/2023 4:49,43.2,6/19/2023 17:11,71.16,18.78,6/19/2023 16:41,1.193,6/19/2023 6:39,7.447,130.3,SE,677.9147,29.60558,0.241,0.304,22.96
6/20/2023 23:59,1174,12.81,0,3.32,88.3,6/20/2023 15:06,71.11,6/20/2023 23:20,79.64,73.58,6/20/2023 3:55,36.55,6/20/2023 17:23,55.5,22.43,6/20/2023 9:57,1.491,6/20/2023 19:41,9.44,150.8,SSE,715.6908,29.63558,0.301,0.401,28.56
6/21/2023 23:59,1175,12.78,0,3.32,86.2,6/21/2023 14:14,65.79,6/21/2023 4:56,75.87,70.76,6/21/2023 20:35,41.05,6/21/2023 14:41,56.42,17.07,6/21/2023 8:21,0,6/21/2023 16:05,5.162,152.2,SSE,597.4384,29.80243,0.223,0.281,25.9
6/22/2023 23:59,1176,12.8,0,3.32,83.4,6/22/2023 14:17,65.88,6/22/2023 23:35,74.14,90.9,6/22/2023 23:36,51.53,6/22/2023 14:17,68.29,15.2,6/22/2023 11:55,0,6/22/2023 12:33,5.323,208.4,SW,515.4976,29.53216,0.187,0.233,24.64
6/23/2023 23:59,1177,12.78,0,3.32,73.68,6/23/2023 14:09,63.02,6/23/2023 4:52,68.26,95.5,6/23/2023 4:54,74.05,6/23/2023 19:02,85.6,13.27,6/23/2023 15:17,0,6/23/2023 0:06,5.451,80.3,NE,297.8571,29.51935,0.093,0.112,18.35
6/24/2023 23:59,1178,12.77,0.32,3.64,78.8,6/24/2023 14:59,62.17,6/24/2023 23:16,68.15,95.8,6/24/2023 2:24,54.55,6/24/2023 17:21,82.5,24.75,6/24/2023 15:28,0,6/24/2023 20:23,7.758,120.6,ESE,389.2892,29.61766,0.128,0.162,20.49
6/25/2023 23:59,1179,12.77,0.09,3.73,72.02,6/25/2023 11:20,60.01,6/25/2023 1:21,63.96,97.2,6/25/2023 6:47,66.47,6/25/2023 11:55,86.5,18.11,6/25/2023 19:36,0.671,6/25/2023 21:03,6.668,191.8,N,318.3425,29.74744,0.097,0.119,16.02
