TIMESTAMP,RECORD,BATT_daily_min_V,RAIN_daily_in,RAIN_cmltv_in,AIRTEMP_daily_max_F,AIRTEMP_F_TMx,AIRTEMP_daily_min_F,AIRTEMP_F_TMn,AIRTEMP_daily_avg_F,RLTVHMDTY_daily_max_%,RH_TMx,RLTVHMDTY_daily_min_%,RH_TMn,RLTVHMDTY_daily_avg_%,WNDSP_daily_max_mph,WNDSP_mph_TMx,WNDSP_daily_min_mph,WNDSP_mph_TMn,WNDSP_daily_avg_mph,WND_DIR_daily_dgr,WND_DIR_daily_crdn,SolarFlux_daily_lnglys,SolarRad_daily_mj,ETos_daily_in,ETrs_daily_in,CornGDD_daily,Soil_3in_Avg,Soil_6in_Avg,Soil_12in_Avg,Soil_48in_Avg,Soil_3in_Max,Soil_6in_Max,Soil_12in_Max,Soil_48in_Max,Soil_3in_Min,Soil_6in_Min,Soil_12in_Min,Soil_48in_Min,VW_TmpF_3in_Avg,VW_TmpF_6in_Avg,VW_TmpF_18in_Avg,VW_TmpF_24in_Avg,VW_3in_Avg,Cond_3in_Avg,VW_6in_Avg,Cond_6in_Avg,VW_18in_Avg,Cond_18in_Avg,VW_24in_Avg,Cond_24in_Avg,VW_TmpF_3in_Max,VW_TmpF_6in_Max,VW_TmpF_18in_Max,VW_TmpF_24in_Max,VW_3in_Max,Cond_3in_Max,VW_6in_Max,Cond_6in_Max,VW_18in_Max,Cond_18in_Max,VW_24in_Max,Cond_24in_Max,VW_TmpF_3in_Min,VW_TmpF_6in_Min,VW_TmpF_18in_Min,VW_TmpF_24in_Min,VW_3in_Min,Cond_3in_Min,VW_6in_Min,Cond_6in_Min,VW_18in_Min,Cond_18in_Min,VW_24in_Min,Cond_24in_Min
2/6/2023 23:59,669,12.44,0.01,0.11,33.14,2/6/2023 23:05,10.84,2/6/2023 0:27,25,97.4,2/6/2023 21:18,81.8,2/6/2023 11:47,89.7,24.82,2/6/2023 10:39,0,2/6/2023 0:06,9.53,166.5,SSE,170.3299,10.05846,0.019,0.024,0,,29.59,30.57,36.25,,29.8,30.77,36.41,,29.27,30.29,36.15,26.71,24.96,28.54,27.11,7.062,0.003,7.379,0.004,2.319,0.002,4.379,0.004,27.6,25.71,28.67,27.33,7.16,0.005,7.48,0.005,2.33,0.003,4.39,0.005,26.23,24.65,28.39,26.89,7.01,0.001,7.34,0.004,2.3,0.002,4.36,0.003
2/7/2023 23:59,670,12.43,0,0.11,34.4,2/7/2023 16:01,15.06,2/7/2023 9:20,24.3,98.4,2/7/2023 23:57,69.56,2/7/2023 15:32,83.7,22.43,2/7/2023 0:58,0,2/7/2023 19:01,8.54,251.4,WSW,278.4302,10.30328,0.03,0.037,0,,29.85,30.57,36.09,,30.1,30.81,36.27,,29.63,30.36,35.92,28.25,26.2,28.72,27.57,7.225,0.003,7.593,0.005,2.32,0.002,4.377,0.004,28.85,26.71,28.9,27.89,7.3,0.005,7.74,0.006,2.33,0.003,4.39,0.005,27.48,25.58,28.51,27.22,7.14,0.002,7.46,0.004,2.3,0.002,4.36,0.004
2/8/2023 23:59,671,12.45,0,0.11,39.68,2/8/2023 13:57,16.48,2/8/2023 23:48,26.56,99.2,2/8/2023 22:20,66.49,2/8/2023 13:55,86.6,10.81,2/8/2023 14:34,0,2/8/2023 7:41,4.487,180.2,S,281.9673,10.36961,0.032,0.039,0,,30.09,30.69,36.02,,30.37,30.97,36.17,,29.86,30.47,35.85,28.67,26.74,29.05,28.05,7.293,0.003,7.727,0.005,2.318,0.003,4.412,0.004,29.25,27.08,29.21,28.25,7.35,0.005,7.74,0.006,2.33,0.003,4.45,0.005,28.26,26.53,28.87,27.81,7.24,0.002,7.66,0.004,2.31,0.002,4.36,0.004
2/9/2023 23:59,672,12.45,0,0.11,33.58,2/9/2023 12:56,6.048,2/9/2023 23:47,20.91,99.3,2/9/2023 7:14,50.61,2/9/2023 16:29,77.4,33.46,2/9/2023 10:46,0,2/8/2023 23:59,10.39,280.3,NNW,267.4292,10.59051,0.032,0.043,0,,30.12,30.67,35.93,,30.39,30.97,36.12,,29.88,30.37,35.71,29.14,27.17,29.23,28.32,7.357,0.003,7.726,0.005,2.317,0.003,4.433,0.004,29.5,27.44,29.38,28.48,7.41,0.005,7.79,0.006,2.33,0.003,4.45,0.005,28.78,26.94,29.08,28.09,7.31,0.002,7.71,0.005,2.3,0.002,4.42,0.004
2/10/2023 23:59,673,12.35,0,0.11,28.06,2/10/2023 15:20,-5.224,2/10/2023 7:56,14.42,90.8,2/10/2023 9:04,66.78,2/10/2023 1:20,78.06,17.59,2/10/2023 20:12,0,2/10/2023 6:21,8.07,219.3,SW,299.2004,10.88907,0.027,0.034,0,,30.01,30.6,35.83,,30.24,30.92,35.97,,29.73,30.24,35.64,28.52,26.83,29.31,28.42,7.308,0.003,7.726,0.005,2.317,0.003,4.431,0.004,29.39,27.41,29.44,28.58,7.42,0.005,7.74,0.006,2.33,0.003,4.44,0.005,28.02,26.44,29.18,28.2,7.25,0.002,7.71,0.004,2.31,0.002,4.42,0.004
2/11/2023 23:59,674,12.41,0,0.11,37.13,2/11/2023 16:20,15.91,2/11/2023 6:59,25.06,98,2/11/2023 23:55,67.22,2/11/2023 13:07,82.3,14.08,2/11/2023 0:32,0,2/11/2023 16:14,5.609,211.6,SSW,296.9541,10.91006,0.034,0.041,0,,30.02,30.68,35.81,,30.26,30.93,35.94,,29.85,30.49,35.63,28.68,26.78,29.18,28.23,7.311,0.003,7.728,0.005,2.316,0.003,4.432,0.004,29.42,27.24,29.28,28.38,7.41,0.005,7.78,0.006,2.33,0.004,4.45,0.005,28.32,26.54,29.05,28.06,7.24,0.001,7.71,0.004,2.29,0.002,4.42,0.004
2/12/2023 23:59,675,12.42,0,0.11,35.75,2/12/2023 12:28,10.12,2/12/2023 4:52,23.86,99.2,2/12/2023 1:47,77.01,2/12/2023 13:17,88.5,17.59,2/12/2023 22:58,0,2/12/2023 0:08,4.993,225.5,WSW,299.3501,11.07295,0.031,0.036,0,,30.1,30.68,35.77,,30.36,30.95,35.91,,29.83,30.37,35.6,29.18,27.23,29.23,28.39,7.375,0.003,7.723,0.005,2.316,0.003,4.432,0.004,29.65,27.51,29.37,28.51,7.41,0.005,7.74,0.006,2.33,0.003,4.45,0.005,28.68,26.98,29.12,28.26,7.32,0.002,7.71,0.004,2.31,0.002,4.42,0.004
2/13/2023 23:59,676,12.4,0,0.11,38.83,2/13/2023 14:29,12.45,2/13/2023 8:02,26.42,97.8,2/13/2023 5:53,55.34,2/13/2023 14:28,83.7,21.24,2/13/2023 15:58,0,2/13/2023 3:27,6.614,190,S,302.9171,11.26872,0.04,0.051,0,,30.21,30.75,35.72,,30.47,31.03,35.87,,29.96,30.44,35.58,29.59,27.58,29.35,28.56,7.419,0.004,7.723,0.005,2.316,0.003,4.431,0.004,30.07,27.84,29.47,28.7,7.53,0.005,7.78,0.006,2.33,0.003,4.44,0.005,29.23,27.37,29.21,28.28,7.37,0.002,7.71,0.005,2.3,0.002,4.42,0.004
2/14/2023 23:59,677,12.46,0.41,0.52,37.78,2/14/2023 5:48,22.09,2/14/2023 1:44,33.62,100,2/14/2023 15:26,68.1,2/14/2023 4:18,90.3,22.51,2/14/2023 7:29,0,2/14/2023 1:07,8.36,141.3,ESE,105.2109,11.29181,0.017,0.022,0,,30.47,30.93,35.75,,30.66,31.08,35.92,,30.18,30.65,35.61,30.55,28.22,29.49,28.81,7.644,0.004,7.718,0.006,2.315,0.003,4.439,0.004,31.86,29.12,29.69,29.03,8.08,0.005,7.78,0.007,2.33,0.004,4.5,0.005,29.87,27.83,29.33,28.53,7.51,0.003,7.65,0.005,2.29,0.002,4.42,0.004
2/15/2023 23:59,678,12.39,0.05,0.57,33.89,2/15/2023 1:49,3.237,2/15/2023 23:47,13.09,98.8,2/15/2023 0:07,65.69,2/15/2023 17:09,79.39,33.01,2/15/2023 5:34,0,2/15/2023 23:37,13.86,320.1,NW,319.9323,11.92865,0.021,0.027,0,,30.57,30.79,35.58,,30.73,31.06,35.77,,30.4,30.61,35.45,32.5,29.78,29.85,29.42,8.45,0.006,8.12,0.007,2.355,0.003,4.505,0.005,32.99,30.31,30.15,29.81,8.77,0.007,8.46,0.008,2.38,0.004,4.55,0.006,31.84,29.07,29.53,28.91,8.07,0.005,7.69,0.006,2.29,0.002,4.47,0.004
2/16/2023 23:59,679,12.28,0,0.57,12.98,2/16/2023 15:03,-4.418,2/16/2023 22:55,4.796,89,2/16/2023 22:35,59.74,2/16/2023 16:31,73.82,14.16,2/16/2023 14:11,0,2/16/2023 0:34,4.401,153.5,N,331.5572,12.15553,0.021,0.026,0,,30.72,30.84,35.51,,30.96,31.09,35.64,,30.51,30.63,35.34,32.54,30.15,30.31,30.03,8.46,0.006,8.39,0.008,2.406,0.003,4.572,0.005,33.1,30.46,30.51,30.17,8.77,0.007,8.53,0.008,2.44,0.004,4.61,0.006,31.64,29.58,30.08,29.81,8.07,0.005,8.21,0.007,2.34,0.002,4.52,0.004
2/17/2023 23:59,680,12.24,0,0.57,24.41,2/17/2023 19:02,-7.698,2/17/2023 2:38,10.87,92.9,2/17/2023 23:58,64.16,2/17/2023 10:38,77.94,25.26,2/17/2023 16:42,0,2/16/2023 23:59,8.99,203.2,SSW,321.164,12.25306,0.025,0.034,0,,30.79,31.03,35.56,,31,31.31,35.7,,30.58,30.63,35.35,29.32,27.93,30.27,29.73,7.592,0.004,7.822,0.006,2.418,0.003,4.549,0.005,31.64,29.73,30.47,30.12,8.08,0.006,8.22,0.007,2.45,0.004,4.6,0.006,28.38,26.96,29.95,29.13,7.43,0.002,7.7,0.005,2.36,0.002,4.48,0.004
2/18/2023 23:59,681,12.36,0.01,0.58,34.89,2/18/2023 14:22,11.06,2/18/2023 6:06,23.21,98.2,2/18/2023 23:00,74.91,2/18/2023 14:30,90.2,13.79,2/18/2023 12:14,0,2/18/2023 3:25,4.186,175.2,S,323.9151,12.16875,0.032,0.037,0,,30.43,31.13,35.59,,30.71,31.4,35.72,,30.08,30.78,35.43,28.27,26.61,29.64,28.72,7.411,0.004,7.724,0.005,2.359,0.003,4.467,0.005,29.01,27.04,29.98,29.21,7.47,0.006,7.79,0.006,2.38,0.003,4.49,0.005,27.53,26.15,29.33,28.35,7.3,0.002,7.71,0.005,2.31,0.002,4.42,0.004
2/19/2023 23:59,682,12.44,0,0.58,25.23,2/19/2023 7:11,3.947,2/19/2023 23:59,17.78,99.6,2/19/2023 2:32,50.38,2/19/2023 14:07,82.9,19.82,2/19/2023 10:05,0,2/18/2023 23:59,6.768,263.6,WNW,301.5223,12.5803,0.026,0.034,0,,30.08,30.86,35.56,,30.27,31.07,35.77,,29.8,30.52,35.37,28.59,26.78,29.24,28.33,7.426,0.004,7.721,0.005,2.317,0.003,4.431,0.004,29.1,27.06,29.45,28.53,7.48,0.006,7.73,0.006,2.33,0.004,4.44,0.005,28.13,26.51,29.09,28.2,7.36,0.002,7.66,0.005,2.29,0.002,4.41,0.004
2/20/2023 23:59,683,12.31,0.03,0.61,28.87,2/20/2023 13:36,2.882,2/20/2023 23:54,14.48,99.3,2/20/2023 13:39,76.79,2/20/2023 4:56,87.1,33.61,2/20/2023 17:53,0,2/19/2023 23:59,12.49,218.1,WSW,187.6226,12.60372,0.017,0.02,0,,29.72,30.64,35.55,,29.96,30.97,35.74,,29.34,30.27,35.37,27.45,25.98,29.02,28.06,7.285,0.004,7.727,0.005,2.317,0.003,4.429,0.004,28.54,26.89,29.21,28.37,7.4,0.004,7.8,0.006,2.33,0.003,4.45,0.005,26.9,25.58,28.75,27.7,7.2,0.003,7.66,0.004,2.3,0.002,4.41,0.004
2/21/2023 23:59,684,12.23,0,0.61,9.21,2/21/2023 17:49,-6.69,2/21/2023 7:47,2.498,88.6,2/21/2023 22:29,72.21,2/21/2023 12:37,82.5,18.7,2/21/2023 0:00,0,2/21/2023 6:40,5.472,144.9,NNE,206.7123,13.16584,0.013,0.015,0,,29.3,30.25,35.46,,29.44,30.42,35.58,,29.12,30.03,35.32,25.54,24.51,28.61,27.41,7.047,0.003,7.507,0.005,2.275,0.002,4.393,0.004,27.36,25.91,28.96,27.87,7.29,0.004,7.74,0.006,2.33,0.003,4.44,0.005,24.73,23.68,28.26,26.78,6.95,0.002,7.34,0.004,2.25,0.002,4.32,0.003
2/22/2023 23:59,685,12.26,0,0.61,15.66,2/22/2023 14:19,0.838,2/22/2023 8:13,8.84,88.1,2/21/2023 23:59,63.57,2/22/2023 7:38,76.48,23.55,2/22/2023 21:13,4.099,2/22/2023 5:03,12.56,26.34,NNE,275.9232,13.3253,0.023,0.03,0,,29.25,30.18,35.44,,29.4,30.35,35.56,,29.1,30.05,35.35,25.85,24.24,28.01,26.67,6.998,0.003,7.353,0.004,2.231,0.002,4.319,0.004,26.54,24.86,28.28,26.95,7.04,0.004,7.37,0.005,2.27,0.003,4.33,0.005,25.16,23.75,27.83,26.53,6.94,0.002,7.29,0.003,2.18,0.002,4.3,0.003
2/23/2023 23:59,686,12.17,0,0.61,12.33,2/23/2023 0:19,-11.85,2/23/2023 23:52,3.188,86.2,2/23/2023 1:34,71.54,2/23/2023 15:58,79.6,24.52,2/23/2023 2:12,0,2/23/2023 17:24,10.29,149.5,N,290.1971,13.56944,0.016,0.02,0,,29.25,30.03,35.35,,29.39,30.19,35.48,,28.98,29.69,35.16,26.56,24.81,27.85,26.68,7.054,0.003,7.358,0.004,2.206,0.002,4.318,0.004,26.89,25.07,27.96,26.79,7.11,0.004,7.42,0.005,2.22,0.003,4.33,0.005,26.33,24.57,27.78,26.56,7.01,0.002,7.34,0.004,2.19,0.002,4.3,0.003
2/24/2023 23:59,687,12.06,0,0.61,5.481,2/24/2023 19:34,-24.45,2/24/2023 5:32,-6.072,83.6,2/24/2023 21:18,62.3,2/24/2023 13:59,75.67,13.79,2/24/2023 21:19,0,2/24/2023 3:07,4.189,180.6,S,313.8223,13.86452,0.015,0.018,0,,29.14,29.89,35.27,,29.43,30.23,35.49,,28.79,29.47,35.03,26.49,24.84,27.83,26.72,7.048,0.003,7.372,0.004,2.208,0.002,4.321,0.004,26.85,25.09,27.93,26.88,7.1,0.004,7.48,0.005,2.22,0.003,4.33,0.004,26.22,24.53,27.7,26.49,7,0.002,7.34,0.004,2.2,0.002,4.31,0.003
2/25/2023 23:59,688,12.21,0,0.61,15.36,2/25/2023 15:25,-11.29,2/25/2023 6:28,1.512,89.9,2/25/2023 21:02,71.95,2/25/2023 15:50,81.3,15.8,2/25/2023 11:40,0,2/25/2023 4:00,6.081,202.2,SSW,373.3305,13.92758,0.022,0.026,0,,29.17,29.92,35.21,,29.47,30.24,35.4,,28.9,29.63,35.02,26.44,24.73,27.7,26.6,7.028,0.003,7.353,0.004,2.208,0.002,4.319,0.004,26.67,24.94,27.82,26.73,7.06,0.005,7.37,0.005,2.22,0.003,4.33,0.005,26.22,24.56,27.56,26.44,7,0.001,7.34,0.004,2.19,0.002,4.31,0.003
2/26/2023 23:59,689,12.44,0.03,0.64,27.9,2/26/2023 23:48,-8.57,2/26/2023 3:25,11.82,88.3,2/26/2023 0:07,56.02,2/26/2023 13:04,70.37,16.62,2/26/2023 23:34,0,2/26/2023 0:02,5.433,121.1,ESE,359.4681,14.10836,0.034,0.043,0,,29.26,30.02,35.25,,29.54,30.33,35.41,,28.91,29.64,35.06,26.45,24.73,27.62,26.55,7.028,0.003,7.352,0.004,2.172,0.002,4.322,0.004,26.68,24.94,27.73,26.72,7.06,0.005,7.36,0.005,2.22,0.003,4.33,0.004,26.17,24.45,27.49,26.42,7,0.001,7.34,0.004,2.14,0.002,4.31,0.003
2/27/2023 23:59,690,12.55,0,0.64,35.37,2/27/2023 15:42,16.37,2/27/2023 23:58,27.71,100,2/27/2023 7:19,69.69,2/27/2023 1:21,88.5,16.25,2/27/2023 14:18,0,2/27/2023 6:50,6.821,181.8,N,207.6253,13.9011,0.025,0.028,0,,29.5,30.21,35.27,,29.69,30.39,35.42,,29.33,29.93,35.06,27.29,25.29,27.6,26.62,7.112,0.003,7.419,0.005,2.152,0.002,4.322,0.004,28.08,25.95,27.69,26.82,7.18,0.004,7.49,0.005,2.16,0.003,4.33,0.004,26.68,24.76,27.44,26.42,7.02,0.002,7.34,0.004,2.14,0.002,4.31,0.003
2/28/2023 23:59,691,12.45,0,0.64,30.82,2/28/2023 13:55,-1.177,2/28/2023 7:52,20.08,95.2,2/28/2023 23:58,54.04,2/28/2023 13:55,75.55,11.63,2/28/2023 1:18,0,2/28/2023 4:11,3.402,165.3,SW,310.5194,14.40313,0.034,0.039,0,,29.56,30.15,35.18,,29.89,30.5,35.37,,29.16,29.71,34.94,27.89,25.94,27.84,27.02,7.154,0.003,7.476,0.005,2.15,0.002,4.32,0.004,28.16,26.11,28.02,27.21,7.21,0.005,7.54,0.005,2.16,0.003,4.34,0.005,27.6,25.68,27.66,26.81,7.12,0.002,7.46,0.004,2.12,0.002,4.31,0.003
3/1/2023 23:59,692,12.49,0,0.64,29.01,3/1/2023 1:10,4.541,3/1/2023 23:22,21.93,99.9,3/1/2023 6:35,82.3,3/1/2023 19:05,93.2,24.89,3/1/2023 13:47,0,3/1/2023 23:11,9.44,92.7,NNE,274.1674,14.47526,0.02,0.023,0,,29.75,30.25,35.15,,29.89,30.45,35.31,,29.5,29.93,34.93,28.44,26.37,28.02,27.28,7.233,0.003,7.573,0.005,2.185,0.002,4.321,0.004,28.91,26.75,28.26,27.48,7.28,0.005,7.73,0.006,2.22,0.003,4.33,0.005,28.05,26.07,27.82,26.98,7.18,0.002,7.47,0.004,2.14,0.002,4.3,0.003
3/2/2023 23:59,693,12.33,0.07,0.71,23.4,3/2/2023 23:31,-10.73,3/2/2023 5:32,9.64,96.4,3/2/2023 23:58,78.76,3/2/2023 15:39,87.4,21.83,3/2/2023 21:07,0,3/2/2023 0:00,6.042,162.8,SSE,354.6439,14.88878,0.026,0.029,0,,29.72,30.19,35.07,,30.04,30.52,35.26,,29.35,29.77,34.87,28.69,26.71,28.26,27.6,7.277,0.003,7.69,0.005,2.207,0.002,4.371,0.004,28.98,26.85,28.45,27.84,7.31,0.005,7.74,0.006,2.22,0.003,4.39,0.005,28.44,26.56,28.08,27.37,7.25,0.002,7.59,0.004,2.19,0.002,4.3,0.003
3/3/2023 23:59,694,12.46,0.02,0.73,34.63,3/3/2023 15:56,12.12,3/3/2023 23:37,25.39,99.8,3/3/2023 12:24,79.13,3/3/2023 17:06,93.8,20.19,3/3/2023 2:33,0,3/3/2023 21:37,8.14,208.6,SSW,347.2369,14.8,0.034,0.038,0,,30.06,30.51,35.1,,30.27,30.74,35.26,,29.88,30.23,34.87,28.89,26.84,28.38,27.71,7.289,0.003,7.652,0.005,2.207,0.002,4.379,0.004,29.33,27.13,28.55,27.86,7.35,0.005,7.74,0.006,2.22,0.003,4.39,0.005,28.55,26.59,28.28,27.55,7.25,0.002,7.52,0.004,2.19,0.002,4.36,0.003
3/4/2023 23:59,695,12.41,0,0.73,32.72,3/4/2023 15:56,2.755,3/4/2023 23:51,18.15,98.1,3/4/2023 2:30,55.44,3/4/2023 16:16,85.7,18.03,3/4/2023 12:19,0,3/4/2023 1:55,4.221,242.1,WSW,364.2684,15.18515,0.034,0.041,0,,30.04,30.46,35.04,,30.36,30.82,35.22,,29.81,30.17,34.75,29.18,27.16,28.53,27.94,7.338,0.003,7.723,0.005,2.207,0.002,4.378,0.004,29.39,27.36,28.69,28.08,7.37,0.005,7.74,0.006,2.22,0.003,4.39,0.005,29,27.03,28.35,27.74,7.31,0.002,7.66,0.005,2.2,0.002,4.36,0.003
3/5/2023 23:59,696,12.36,0,0.73,34.31,3/5/2023 19:05,2.627,3/5/2023 0:01,20.92,100,3/5/2023 20:42,53.96,3/5/2023 14:15,80.5,22.28,3/5/2023 19:04,0,3/4/2023 23:59,3.406,80.3,ENE,246.0832,15.44557,0.033,0.039,0,,30.16,30.59,35.08,,30.46,30.9,35.26,,29.85,30.24,34.91,28.98,27.06,28.63,28.02,7.312,0.003,7.725,0.005,2.206,0.002,4.375,0.004,29.31,27.33,28.75,28.21,7.35,0.005,7.74,0.006,2.22,0.003,4.39,0.005,28.67,26.85,28.5,27.84,7.25,0.002,7.66,0.004,2.19,0.002,4.36,0.003
3/6/2023 23:59,697,12.47,0.11,0.84,36.41,3/6/2023 15:28,13.25,3/6/2023 23:53,28.66,100,3/5/2023 23:59,60.57,3/6/2023 15:58,82.7,19.75,3/6/2023 10:50,0,3/6/2023 22:41,8.73,57.5,NNE,369.9647,15.50306,0.046,0.057,0,,30.3,30.73,35.07,,30.51,30.95,35.21,,30.06,30.42,34.87,29.41,27.3,28.67,28.06,7.363,0.003,7.724,0.005,2.207,0.002,4.377,0.004,29.87,27.66,28.8,28.25,7.43,0.005,7.74,0.006,2.22,0.003,4.39,0.005,28.95,26.97,28.57,27.93,7.31,0.002,7.66,0.004,2.19,0.002,4.36,0.004
3/7/2023 23:59,698,12.39,0,0.84,32.52,3/7/2023 18:18,6.931,3/7/2023 7:13,20.89,83.5,3/7/2023 22:07,62.08,3/7/2023 9:37,70.93,11.4,3/7/2023 11:05,0,3/7/2023 0:01,4.62,46.41,NE,334.4001,15.96776,0.037,0.045,0,,30.27,30.67,35.05,,30.59,30.98,35.2,,29.97,30.37,34.89,29.77,27.69,28.84,28.31,7.4,0.004,7.723,0.005,2.204,0.002,4.373,0.004,29.97,27.78,29.03,28.44,7.43,0.005,7.78,0.006,2.21,0.003,4.39,0.005,29.6,27.59,28.7,28.08,7.37,0.002,7.71,0.005,2.19,0.002,4.36,0.003
3/8/2023 23:59,699,12.45,0,0.84,32.21,3/8/2023 13:38,27.98,3/8/2023 11:03,30.52,97.2,3/8/2023 23:50,69.37,3/8/2023 5:44,82.8,13.71,3/8/2023 10:20,0,3/8/2023 0:04,4.673,88,E,285.6657,15.95005,0.036,0.043,0,,30.54,30.9,35.1,,30.68,31.09,35.26,,30.4,30.77,34.99,30.1,27.95,28.98,28.47,7.469,0.004,7.719,0.005,2.205,0.002,4.423,0.004,30.46,28.25,29.13,28.62,7.53,0.005,7.73,0.006,2.22,0.004,4.45,0.005,29.76,27.7,28.85,28.31,7.39,0.002,7.66,0.005,2.18,0.002,4.36,0.004
3/9/2023 23:59,700,12.45,0.01,0.85,32.56,3/9/2023 12:24,26.97,3/9/2023 23:49,29.79,99.8,3/9/2023 21:02,85.9,3/9/2023 11:08,95.2,14.23,3/9/2023 17:30,0,3/9/2023 0:01,4.765,58.61,ENE,260.7484,16.10612,0.028,0.031,0,,30.64,30.96,35.09,,30.77,31.12,35.23,,30.5,30.83,34.97,30.69,28.45,29.17,28.75,7.589,0.004,7.716,0.006,2.238,0.002,4.434,0.004,30.96,28.71,29.36,29.03,7.65,0.005,7.73,0.006,2.27,0.003,4.45,0.005,30.37,28.16,28.98,28.53,7.51,0.003,7.7,0.005,2.2,0.002,4.42,0.004
3/10/2023 23:59,701,12.42,0.04,0.89,30.53,3/10/2023 16:17,16.02,3/10/2023 7:39,25.05,99.4,3/10/2023 0:12,66.64,3/10/2023 15:06,84.5,14.98,3/10/2023 22:06,0,3/10/2023 5:36,5.029,62.32,ENE,333.527,16.52799,0.039,0.046,0,,30.71,30.98,35.06,,30.88,31.19,35.22,,30.5,30.71,34.88,31.16,28.88,29.41,29.06,7.714,0.004,7.708,0.006,2.261,0.002,4.429,0.004,31.42,29.14,29.57,29.24,7.79,0.006,7.72,0.007,2.27,0.003,4.45,0.005,30.91,28.63,29.26,28.82,7.64,0.003,7.7,0.005,2.24,0.002,4.42,0.004
3/11/2023 23:59,702,12.42,0.08,0.97,30.6,3/11/2023 21:01,22.13,3/11/2023 4:32,26.19,100,3/11/2023 17:00,82.3,3/11/2023 0:50,94.5,21.61,3/11/2023 17:26,2.534,3/11/2023 2:49,10.68,121.5,ESE,213.5676,16.62035,0.02,0.022,0,,30.82,31.06,35.07,,30.97,31.22,35.19,,30.66,30.91,34.88,31.41,29.18,29.64,29.33,7.814,0.004,7.726,0.006,2.26,0.002,4.486,0.004,31.52,29.32,29.78,29.54,7.85,0.006,7.84,0.007,2.27,0.003,4.5,0.005,31.29,29.01,29.47,29.16,7.75,0.003,7.65,0.006,2.25,0.002,4.43,0.004
3/12/2023 23:59,703,12.4,0.02,0.99,28.7,3/12/2023 12:48,16.17,3/12/2023 21:50,23.45,98.5,3/12/2023 6:36,75.15,3/12/2023 17:41,87.6,22.8,3/12/2023 14:45,0,3/12/2023 3:14,9.06,211.7,NNW,364.2877,16.95918,0.034,0.041,0,,30.89,31.08,35.05,,31.07,31.32,35.2,,30.72,30.92,34.92,31.54,29.34,29.83,29.54,7.829,0.004,7.808,0.006,2.272,0.002,4.486,0.005,31.74,29.49,29.96,29.67,7.85,0.006,7.9,0.007,2.32,0.003,4.5,0.005,31.41,29.18,29.7,29.34,7.77,0.003,7.7,0.006,2.25,0.002,4.47,0.004
3/13/2023 23:59,704,12.34,0,0.99,23.73,3/13/2023 15:01,-4.414,3/13/2023 23:56,12.06,93.7,3/13/2023 20:34,55.31,3/13/2023 17:01,78.61,13.71,3/13/2023 0:37,0,3/13/2023 7:53,3.87,211.7,NNW,469.0178,17.43987,0.043,0.049,0,,30.79,30.98,34.95,,31.05,31.32,35.12,,30.5,30.65,34.65,31.4,29.34,29.96,29.66,7.83,0.004,7.887,0.006,2.316,0.003,4.485,0.005,31.68,29.52,30.08,29.8,7.85,0.006,7.9,0.007,2.33,0.003,4.54,0.005,31.09,29.09,29.87,29.5,7.81,0.003,7.82,0.006,2.3,0.002,4.47,0.004
3/14/2023 23:59,705,12.27,0,0.99,24.5,3/14/2023 15:24,-7.533,3/14/2023 3:32,13.16,91.3,3/14/2023 9:51,78.25,3/14/2023 11:09,84,25.93,3/14/2023 15:42,0,3/14/2023 0:02,10.28,153.3,SE,453.2488,17.58919,0.031,0.037,0,,30.78,31.03,35.03,,30.99,31.29,35.16,,30.43,30.59,34.79,30.71,28.84,29.98,29.6,7.746,0.004,7.786,0.006,2.318,0.003,4.484,0.005,31.22,29.27,30.11,29.73,7.84,0.005,7.9,0.007,2.34,0.003,4.5,0.005,30.35,28.47,29.86,29.41,7.69,0.003,7.7,0.005,2.31,0.002,4.47,0.004
3/15/2023 23:59,706,12.39,0,0.99,37.87,3/15/2023 15:44,18.98,3/15/2023 3:59,29.76,94.3,3/15/2023 23:36,74.97,3/15/2023 11:49,85.5,19.08,3/15/2023 16:25,0,3/15/2023 4:23,5.922,119.4,ESE,348.0555,17.49775,0.044,0.051,0,,30.97,31.29,35.12,,31.17,31.54,35.28,,30.77,31.02,34.95,30.54,28.57,29.84,29.37,7.71,0.004,7.71,0.006,2.316,0.003,4.486,0.005,30.86,28.77,30,29.49,7.74,0.006,7.77,0.007,2.33,0.003,4.5,0.005,30.38,28.42,29.68,29.19,7.68,0.003,7.7,0.006,2.3,0.002,4.47,0.004
3/16/2023 23:59,707,12.45,0.01,1,36.74,3/16/2023 1:37,8.12,3/16/2023 23:57,25.06,99.8,3/16/2023 5:48,68.82,3/16/2023 23:40,85.9,29.21,3/16/2023 12:44,2.161,3/16/2023 1:43,14.8,265.4,NNW,271.4813,17.85083,0.026,0.032,0,,30.97,31.23,35.08,,31.1,31.4,35.21,,30.74,30.93,34.91,31.79,29.39,29.86,29.47,7.938,0.005,7.885,0.007,2.316,0.003,4.492,0.005,32.31,29.95,30.05,29.73,8.14,0.006,8.09,0.008,2.33,0.003,4.55,0.006,30.83,28.67,29.71,29.19,7.7,0.004,7.69,0.005,2.3,0.002,4.47,0.004
